product_id,product_name,youtube_link,item_no
44346,Octagon Emerald Cut Diamond Drop Pendant with Chain in 18K White Gold,https://youtube.com/shorts/GuCo7J3MPkQ,PB27369GW18DD001
44357,Octagon Emerald Cut Diamond Pendant with Chain in 18K White Gold,https://youtube.com/shorts/SyA0YRoKcp4,PC27369GW18DD001
44296,Octagon Emerald Cut Diamond Stud Earrings in 18K White Gold,https://youtube.com/shorts/HOzMqf9AlsI,ED27369GW18DD001
44308,Octagon Emerald Cut Diamond Drop Earrings (S) in 18K White Gold,https://youtube.com/shorts/gLPMync6nwo,EE27369GW18DD001
44382,Octagon Emerald Cut Diamond Pendant with Chain in 18K White Gold,https://youtube.com/shorts/xagq-6czNbQ,PF27369GW18DD001
44320,Octagon Emerald Cut Diamond Drop Pendant with Chain in 18K White Gold,https://youtube.com/shorts/AZTsZnbQrww,PA27619GW18DD001
44332,Octagon Emerald Cut Diamond Drop Pendant with Chain (S) in 18K White Gold,https://youtube.com/shorts/Vyv5O_ARKls,PB27619GW18DD001
44369,Octagon Emerald Cut Diamond Drop Pendant with Chain (M) in 18K White Gold,https://youtube.com/shorts/0Wmf-Ciz2dA,PC27619GW18DD001
43927,Pink Mother of Pearl Pink Sapphire Diamond Butterfly Pendant with Chain in 18K White Gold,https://youtube.com/shorts/KaN445jy14U,P29104GW18V01001
43879,Pink Mother of Pearl Pink Sapphire Diamond Butterfly Earrings in 18K White Gold,https://youtube.com/shorts/EjvmbjvTudA,E29104GW18V01001
43952,Yellow Mother of Pearl Orange Sapphire Diamond Butterfly Pendant with Chain in 18K White Gold,https://youtube.com/shorts/u-ymJFbnR08,PA29104GW18V01001
43903,Yellow Mother of Pearl Orange Sapphire Diamond Butterfly Earrings in 18K White Gold,https://youtube.com/shorts/S5hyMuA7uKI,EA29104GW18V01001
43940,Mother of Pearl Pink Sapphire Diamond Butterfly Pendant with Chain in 18K White Gold,https://youtube.com/shorts/GqQPkI54IzM,P29105KP18V01001
43891,Mother of Pearl Pink Sapphire Diamond Butterfly Earrings in 18K White Gold,https://youtube.com/shorts/VevIQ2HA5pA,E29105KP18V01001
43964,Mother of Pearl Diamond Butterfly Pendant with Chain in 18K White Gold,https://youtube.com/shorts/eL5nvoX333w,PA29105GW18MW001
43915,Mother of Pearl Diamond Butterfly Earrings in 18K White Gold,https://youtube.com/shorts/-VGWusr8fWo,EA29105GW18MW001
44260,Baguette and Round Diamond Barrel Pendant (S),https://youtu.be/BGUCZdv4R_k,P27935GW18DD001
44272,Baguette and Round Diamond Barrel Pendant (M),https://youtu.be/Pc_FUAJ6cy0,P27934GW18DD001
54529,Octagon Emerald Cut Diamond Halo Ring,https://youtu.be/34kB5PDWLZA,R42172GW18DD001
54542,Pear Shaped Diamond Halo Ring,https://youtu.be/F8klk4ysmok,RA42175GW18DD001
54538,Oval Cut Diamond Halo Ring,https://youtu.be/iDmtKhHWhLU,RA42174GW18DD001
43976,Three Row Pave Diamond Classic Bangle in 18K White Gold,https://youtube.com/shorts/cyLil6vTcDQ,B28804GW18DD001
43988,Five Row Pave Diamond Classic Bangle in 18K White Gold,https://youtube.com/shorts/RPCbdSXDOG0,B28805GW18DD001
53806,11 Round Diamond Bar Set Ring (S),https://youtu.be/SmyFXI4_MwU,R41490GW18DD001
53818,9 Round Diamond Bar Set Ring (M),https://youtu.be/-mNr0HyldVg,RA41490GW18DD001
53819,7 Round Diamond Bar Set Ring (L),https://youtu.be/PuzSRTm4txs,RB41490GW18DD001
57007,Diamond Snake Necklace,No Video,N29306GA18DD001 
57003,Diamond Snake Bangle,https://youtu.be/C8QGfPNRkLU,B29306GA18DD001
57005,Diamond Snake Infinity Pendant with Chain,https://youtu.be/PDfiIP57TEU,P29307GA18DD001
57006,Diamond Snake Earrings,https://youtu.be/w6tS6Z_x61o,E29307GA18DD001
57008,Diamond Snake Open Circle Pendant with Chain,https://youtu.be/zIv6zn4jtxc,P29308GC18DD001
57011,Diamond Snake Open Circle Pendant with Chain,https://youtu.be/MTfOyDi6OZk,P29309GA18DD001
57010,Diamond Snake Open Circle Earrings,https://youtu.be/JUDqgPMDb8Q,E29309GA18DD001
57013,Diamond Snake Ring,https://youtu.be/gpaxJ1aoIPw,R29310GC18DD001
57012,Diamond Snake Infinity Pendant with Chain,https://youtu.be/RcA1Uf8p7UI,P29310GC18DD001
57015,Diamond Snake Pendant with Chain,https://youtu.be/Eg0u1vfjzfI,P29311GC18DD001
57014,Diamond Snake Earrings,https://youtu.be/xME0VkDsq1I,E29311GC18DD001
56829,Sapphire Diamond Fan-Shaped Earrings,https://youtu.be/GllUGaeZ3CY,E29324GA18SA001
56824,Sapphire Diamond Fan-Shaped Pendant with Chain,https://youtu.be/PkU9nXdy1HY,P29324GA18SA001
56825,Sapphire Diamond Fan-Shaped Ring,https://youtu.be/9z9D2TCC5BI,R29324GA18SA001
56823,Sapphire Diamond Fan-Shaped Brooch,https://youtu.be/gs2SEf1mQTE,PA29324GA18SA001
56826,Mother of Pearl Diamond Wing-Shaped Earrings,https://youtu.be/ILmreyHsoGM,E29325KP18MW001
56827,Mother of Pearl Diamond Fan-Shaped Pendant with Chain,https://youtu.be/0Wx1tlTgAwY,P29325KP18MW001
56828,Mother of Pearl Diamond Fan-Shaped Ring,https://youtu.be/6On9bTPRFis,R29325KP18MW001
56831,Diamond Black Rhodium Fan Circle Earrings,https://youtu.be/vpuRNdmfGUk,E29326GW18DD001
56830,Diamond Black Rhodium Fan Circle Pendant with Chain,https://youtu.be/sBfO52i64ng,P29326GW18DD001
56832,Diamond Fan-Shaped Gold Earrings,https://youtu.be/ZxMju1d8CCM,E29327KY18DD001
56833,Diamond Fan-Shaped Gold Pendant with Chain,https://youtu.be/C5lvNXZzmbQ,P29327KY18DD001
56835,Diamond Curve-Shaped Gold Pendant with Chain,https://youtu.be/kY3CWnFC3Lg,P29328GA18DD001
56834,Diamond Fan-Shaped Gold Ring,https://youtu.be/DWredEDO5BQ,R29328GA18DD001
56838,Diamond V-Shaped Gold Pendant with Chain,https://youtu.be/aDLOG5QUh-M,P29329GA18DD001
56839,Diamond Sunburst Ring,https://youtu.be/N4i2vy_66e0,R29330GA18DD001
56836,Diamond Sunbrust Pendant with Chain,https://youtu.be/zsZt0n89Lp0,P29330GA18DD001
56837,Diamond Sunburst Earrings,https://youtu.be/7fs0xfKaY9s,E29330GA18DD001
56981,Enamel Amethyst Blue Topaz Green Garnet Citrine Diamond Lemon Brooch,No Video (to be shoot),P29338GA18V01001
56980,Enamel Amethyst Yellow Sapphire Flower Ring,https://youtu.be/R6uzrssMUWk,P29339KD18V01001
56977,Enamel Pink Sapphire Yellow Sapphire Ring,https://youtu.be/j0zojP6SjvU,P29339KD18V02001
56974,Enamel Green Garnet Strawberry Pendant,https://youtu.be/__Ilhx820fQ,P29340GA18V01001
56975,Amethyst Berry Pendants,No Video (to be shoot),P29341KY18V01001
56973,Enamel Diamond Flower Brooch,No Video (to be shoot),P29331KY18V01001
56976,Enamel Rainbow Sapphire Doughnut with Diamond Bangle,https://youtu.be/dGl9-Syju2I,P29332GC18V01001
56978,Red Garnet Cherry Pendant,https://youtu.be/HTu_Wd0JD74,P29333GB18V01001
56979,Cr癡me Diamond Ring,https://youtu.be/26Z1yqoJNes,P29334GA18V01001
56985,Enamel Macaron with Diamond Twisted Ring,https://youtu.be/Obl_pzYQqv4,P29335GW18V01001
56982,Enamel Macaron with Diamond Twisted Ring,https://youtu.be/afEmuLsJLY8,P29335KP18V02001
56983,Enamel Macaron with Diamond Full Eternity Ring,https://youtu.be/Ez7W9KahSP4,P29336GA18V01001
56987,Enamel Macaron with Diamond Full Eternity Ring,https://youtu.be/x1KejyOefhM,P29336KY18V02001
56986,Enamel Macaron with Diamond Full Eternity Ring,https://youtu.be/_j453mdSmig,P29337GW18V01001
56984,Enamel Macaron with Diamond Full Eternity Ring,https://youtu.be/sKvo3nKr8WA,P29337KP18V02001
53951,5 Stone Sapphire and Diamond Ring (XL),https://youtu.be/fyp5VdBBWnA,RA41738GW18SA001
53969,7 Stone Emerald and Diamond Ring (XL),https://youtu.be/6UoXjycP1O4,RA41735GW18EM001
53970,Ruby and Diamond Claw Set Ring (15 Stone),No Video (to be shoot),ZA41146GW18RB001
53974,Sapphire and Diamond Claw Set Ring (13 Stone),No Video (to be shoot),ZB41146GW18SA001
53978,Emerald and Diamond Claw Set Ring (11 Stone),No Video (to be shoot),ZC41146GW18EM001
53982,Sapphire and Diamond Claw Set Ring (9 Stone),No Video (to be shoot),ZE41146GW18SA001
53993,Ruby and Diamond Channel Set Ring (15 Stone),No Video (to be shoot),ZA40792GW18RB001
53994,Sapphire and Diamond Channel Set Ring (13 Stone),No Video (to be shoot),ZB40792GW18SA001
53998,Emerald and Diamond Channel Set Ring (11 Stone),No Video (to be shoot),ZC40792GW18EM001
54002,Sapphire and Diamond Channel Set Ring (9 Stone),https://youtu.be/iuR9iUqtNBs,ZD40792GW18SA001
54006,Ruby and Diamond Milgrain Grain Set Ring (15 Stone),https://youtu.be/X_GYXG7ouZk,R43155GW18RB001
54010,Sapphire and Diamond Milgrain Grain Set Ring (13 Stone),https://youtu.be/YzFYJ2ve2aY,RA43155GW18SA001
54011,Emerald and Diamond Milgrain Grain Set Ring (11 Stone),https://youtu.be/GPv0xbFl6Rs,RB43155GW18EM001
54016,Sapphire and Diamond Milgrain Grain Set Ring (9 Stone),https://youtu.be/r_7koZ6zUOw,RC43155GW18SA001
54666,Diamond Milgrain Grain Set Huggie Earrings (S),https://youtu.be/iQb6P-yI-T0,E43156GW18DD001
54670,Sapphire and Diamond Milgrain Grain Set Huggie Earrings (M),https://youtu.be/4m0fWO8cyRY,EA43156GW18SA001
54675,Diamond Milgrain Grain Set Huggie Earrings (L),https://youtu.be/3QUZFEcdQ-c,EB43156KY18DD001
54679,Emerald and Diamond Milgrain Grain Set Hoop Earrings (XL),https://youtu.be/_U7wv6J4i-8,EC43156GW18EM001
54683,Diamond Milgrain Grain Set Hoop Earrings (XXL),https://youtu.be/8yMLm3vlgr0,ED43156GW18DD001
54212,Diamond Krisscut Ring (0.25ct),https://youtu.be/ICiGAdm3Wbw,R43157GW18DD001
54216,Diamond Krisscut Ring (0.50ct),https://youtu.be/6UoXjycP1O4,RA43157GW18DD001
54217,Diamond Krisscut Ring (0.75ct),https://youtu.be/x0Wjba_FPxU,RB43157GW18DD001
54221,Diamond Krisscut Ring (1.00ct),https://youtu.be/0IMHQTzTACE,RC43157GW18DD001
54271,Graduated Baguette and Round Diamond Ring (L),https://youtu.be/ep2lj0C8BWk,R43159GW18DD001
54270,Graduated Baguette and Round Diamond Ring (S),No Video (to be shoot),R43160GW18DD001
54229,Princess Cut and Round Diamond Ring (S),https://youtu.be/3yXpJKeTItU,R43163GW18DD001
55002,Princess Cut and Round Diamond Huggie Earrings (S),https://youtu.be/fU2JiNa_bUM,E43163GW18DD001
54230,Princess Cut and Round Diamond Ring (L),https://youtu.be/FV3ujOMTSNc,R43164GW18DD001
55006,Princess Cut and Round Diamond Huggie Earrings (L),https://youtu.be/NRpubjHFKT8,E43164GW18DD001
54237,Horizontal Baguette and Round Diamond Ring (S),No Video (to be shoot),R43165GW18DD001
55010,Baguette and Round Diamond Huggie Earrings (S),https://youtu.be/1JRb_5casAg,E43165GW18DD001
54238,Horizontal Baguette and Round Diamond Ring (L),No Video (to be shoot),R43166GW18DD001
55019,Baguette and Round Diamond Huggie Earrings (L),https://youtu.be/BiUd3Uu5Two,E43166GW18DD001
54024,Oval Cut Sapphire Diamond Ring (Center Stone 7 x 5mm),https://youtu.be/HH97Wa-OHq4,RA43167GA18SA001
54029,Oval Cut Sapphire Diamond Ring (Center Stone 8 x 6mm),https://youtu.be/uVIBVU02tvg,RB43167
54023,Oval Cut Emerald Diamond Ring (Center Stone 6 x 4mm),https://youtu.be/7afN87Hnilk,R43167GW18EM001
54038,Round Sapphire Diamond Ring (Center Stone 5mm),No Video (to be shoot),RA43168GW18SA001
54047,Round Sapphire Diamond Ring (Center Stone 6mm),https://youtu.be/EmxOXgd1hP0,RB43168
54033,Round Emerald Diamond Ring (Center Stone 4mm),https://youtu.be/RuHci4ilvIM,R43168GW18EM001
54650,Diamond Shared Prong Huggie Earrings (0.50ct),https://youtu.be/R-OUG2UDK8s,E43169GW18DD001
54634,Sapphire and Diamond Shared Prong Huggie Earrings (S),https://youtu.be/fUr5WQS2Nvg,E43169GW18SA001
54661,Diamond Shared Prong Huggie Earrings (1.00ct),https://youtu.be/rXSRw1ZYqQI,E43170GW18DD001
54643,Emerald and Diamond Shared Prong Huggie Earrings (L),https://youtu.be/tl3VG-w3Km4,E43170KY18EM001
54547,Diamond 2 Row Crossover Ring,No Video (to be shoot),R43171GW18DD001
54552,Diamond 2 Row Crossover Ring,https://youtu.be/mfYrNE_JwHI,RA43171GA18DD001
54556,Diamond 3 Row Crossover Ring,No Video (to be shoot),R43172GW18DD001
54560,Diamond 3 Row Crossover Ring,https://youtu.be/9_Ew3M2FQy0,RA43172GA18DD001
54581,Diamond Shared Prong Three Row Ring (S),https://youtu.be/KZ5jXzrN8TE,R43350KY18DD001
55027,Diamond Shared Prong Three Row Huggie Earrings (S),https://youtu.be/QatwLG-hfv8,E43350KY18DD001
54585,Diamond Shared Prong Three Row Ring (L),https://youtu.be/vQAfTA0U5_E,R43351GW18DD001
55029,Diamond Shared Prong Three Row Huggie Earrings (L),https://youtu.be/BLxyESIW9_Y,E43351GW18DD001
58109,Diamond Starburst Brooch,https://youtu.be/exUgnD4v47Y,P29347GC18DD001
58107,Diamond Starburst Brooch,https://youtu.be/cgE-Y_AYxZA,P29348GA18DD001
58108,Diamond Starburst Brooch,https://youtu.be/79RBFJ7daUg,P29349GW18DD001
58111,Akoya Pearl Diamond Crescent Brooch,https://youtu.be/Yyj2ITW6uBU,P29350GW18PA001
58110,Akoya Pearl Diamond Crescent Brooch,https://youtu.be/2YT7d1ZQ71g,P29351GW18PA001
58112,Akoya Pearl Diamond Crescent Brooch,https://youtu.be/jl5GKoc0yTw,P29352GW18PA001
58113,South Sea Pearl Diamond Wing Brooch,https://youtu.be/QGeGAIrOPSA,P29353GW18PS001
58114,South Sea Pearl Diamond Wing Brooch,https://youtu.be/17BERnb_SG0,P29354GA18PS001
58115,South Sea Pearl Diamond Sunburst Brooch,https://youtu.be/X5scTi1IB90,P29355GB18PS001
58116,Sapphire Diamond Floral Brooch,https://youtu.be/-EgXZ8KDFTY,P29356GW18SA001
58117,Sapphire Diamond Spiral Brooch,https://youtu.be/-icKtlg-ryQ,P29357GW18SA001
58130,Marquise Cut Diamond Flower Pear Shape Diamond Drop Necklace,No Video,N29379GW18DD001
58124,Marquise Diamond Flower Ring,https://youtu.be/wrJ2u0ntcnQ,R29379GW18DD001
58126,Marquise Cut Diamond Flower Pear Shape Diamond Drop Earrings,No Video (to be shoot),E29379GW18DD001
58125,Marquise Diamond Flower Bracelet,https://youtu.be/_tACiGGVZJE,B29379GW18DD001
58127,Marquise Cut Diamond Flower Pear Shape Diamond Drop Necklace,No Video,N29380GW18DD001
58128,Marquise Diamond Pear Shape Diamond Ring,No Video (to be shoot),R29380GW18DD001
58129,Marquise Diamond Pear Shape Diamond Drop Earrings,No Video (to be shoot),E29380GW18DD001
58131,Marquise Diamond Pear Shape Diamond Bracelet,No Video (to be shoot),B29380GW18DD001
58119,Emerald Cut Diamond Bangle,https://youtu.be/o0LlJFcMGn8,B43365GW18DD001
58120,Citrine Yellow Sapphire Diamond Parfum Pendant with Chain,No Video (to be shoot),P22260KY18CT005
55092,Diamond Polygon Block Necklace,No Video,N29498GA18DD001
55093,Diamond Polygon Block Ring,https://youtu.be/Y4396tm6bwg,R29498GA18DD001
55107,Diamond Polygon Block Hoop Earrings,https://youtu.be/K0latGFH8Ug,E29498GA18DD001
55108,Diamond Polygon Block Ring,https://youtu.be/FyODdvB_x-o,R29499GW18DD001
55116,Diamond Polygon Block Hoop Earrings,https://youtu.be/-y2Syl3ob5g,E29499GW18DD001
55117,Diamond Polygon Block Pendant with Chain,https://youtu.be/XKCC05y9Uzc,P29500GA18DD001
55126,Diamond Polygon Block Earrings,https://youtu.be/Qx_mNs63j-s,E29500GA18DD001
55130,Diamond Polygon Block Bracelet,https://youtu.be/4pbxh5P-Whk,B29500GA18DD001
55138,Diamond Polygon Block Pendant with Chain,No Video (to be shoot),P29501GA18DD001
55142,Diamond Polygon Block Ring,https://youtu.be/ZzmPMF6HPFQ,R29501GA18DD001
55146,Diamond Polygon Block Pendant with Chain,https://youtu.be/mb-nVlaJtnE,P29502GW18XX001
55150,Plain Gold Polygon Block Ring,No Video (to be shoot),R29502GW18XX001
55154,Diamond Polygon Block Bracelet,https://youtu.be/BXJO1sV2V2c,B29503GA18DD001
55162,Diamond Polygon Block Ring,https://youtu.be/8fUkPeKHrZ4,R29503GA18DD001
55163,Diamond Polygon Block Huggie Earrings,https://youtu.be/4Tt8jNfPK-Y,E29503GA18DD001
55174,Illusion Diamond Ring,https://youtu.be/FJkzKyuIG5Q,R29465GW18DD001
55178,Illusion Diamond Hoop Earrings,https://youtu.be/UKjWyMNcWIo,E29465GW18DD001
55183,Illusion Diamond Pendant with Chain,https://youtu.be/0UIN-qy59s8,P29465GW18DD001
55188,Illusion Diamond Bangle,https://youtu.be/dSaMGIBx_2A,B29465GW18DD001
55195,Illusion Diamond Ring,https://youtu.be/rylHZCsfvsU,R29466GA18DD001
55199,Illusion Diamond Hoop Earrings,https://youtu.be/041mY3wAZS0,E29466GA18DD001
55204,Illusion Diamond Pendant with Chain,https://youtu.be/ZQogvxyfZ5c,P29466GA18DD001
55232,Illusion Diamond Open Circle Earrings,https://youtu.be/XfmVHcjvG1M,E29467GC18DD001
55234,Illusion Diamond Open Circle Pendant with Chain,https://youtu.be/dBDYijgClTk,P29467GC18DD001
55236,Illusion Diamond Ring,https://youtu.be/7XsH0hNwdbQ,R29468GA18DD001
55239,Illusion Diamond Earrings,https://youtu.be/JyLz-mJIXWA,E29468GA18DD001
55240,Illusion Diamond Pendant with Chain,https://youtu.be/07GcjBaT0RQ,P29468GA18DD001
55247,Illusion Diamond Ring,https://youtu.be/kEB3_GupHxQ,R29469GW18DD001
55248,Illusion Diamond Hoop Earrings,https://youtu.be/Np4c0_Hhw3k,E29469GW18DD001
55249,Illusion Diamond Open Circle Pendant with Chain,https://youtu.be/ZTSqdstUDek,P29469GW18DD001
55253,Knife Edge Ceramics Diamond Link Necklace,No Video,N29470GW18V01001
55322,Knife Edge Diamond Ring,https://youtu.be/6XnQgSg8xOU,R29470GW18DD001
55323,Knife Edge Ceramics Diamond Link Earrings,https://youtu.be/GVHx4ovDHKw,E29470GW18V01001
55324,Knife Edge Ceramics Diamond Link Bracelet,https://youtu.be/QGEzpce90Zs,B29470GW18V01001
55325,Knife Edge Ceramics Diamond Link Necklace,No Video,N29471KY18V01001
55326,Knife Edge Black Agate Diamond Cufflink,https://youtu.be/QlQFFnOzWHk,C29471KY18AB001
55328,Knife Edge Ceramics Diamond Link Bracelet,https://youtu.be/36DE5-VbfKg,B29471KY18V01001
55329,Knife Edge Ceramics Plain Gold Link Necklace,No Video,N29472KY18V01001
55330,Knife Edge Plain Gold Ring,https://youtu.be/xcf943Mpsxc,R29472KY18XX001
55331,Knife Edge Ceramics Plain Gold Link Bracelet,https://youtu.be/Ysd6AlO1mtY,B29472KY18V01001
55332,Knife Edge Ceramics Diamond Link Necklace,No Video,N29473KY18V01001
55333,Knife Edge Ceramics Diamond Link Bracelet,https://youtu.be/7ZLKG9rAEeo,B29473KY18V01001
56733,Black Agate Plain Gold Link Bracelet,https://youtu.be/YDEw-KvQ9OI,B29474KY18AB001
56734,Black Agate Plain Gold Link Bracelet,https://youtu.be/_hcQ-l9mNok,B29475KY18AB001
56736,Black Agate Black Diamond Link Bracelet,https://youtu.be/HAEeSUMzRJQ,BA29475GW18V01001
56738,Black Agate Plain Gold Bracelet,https://youtu.be/I50F_O33APM,B29476KY18AB001
56740,Black Agate Plain Gold Ring,https://youtu.be/mad63f7OXBc,R29476KY18AB001
56741,Diamond Bracelet,https://youtu.be/cqS2Rofgq_8,B29477KV18DD001
56743,Diamond Ring,https://youtu.be/kmN_gBEO8lg,R29477GA18DD001
55335,Black Agate Star Cross Diamond Necklace,No Video,N29478GW18AB001
55395,Black Agate Star Cross Diamond Huggie Earrings,https://youtu.be/Pgk1_lshhXM,E29478GW18AB001
55399,Black Agate Star Cross Diamond Ring,https://youtu.be/GmF-GDYFPyE,R29478GW18AB001
55400,Black Agate Star Cross Diamond Bracelet,https://youtu.be/4KS9NixHi-c,B29478GW18AB001
55402,Diamond Star Cross Pendant with Chain,https://youtu.be/LEaeZLHrw1Y,P29479GW18DD001
55404,Diamond Star Cross Earrings,https://youtu.be/aPWID315GCo,E29479GW18DD001
55456,Diamond Star Cross Ring,https://youtu.be/V5t6mB_SY9c,R29479GW18DD001
55457,Diamond Star Cross Bracelet,https://youtu.be/LnnzwvSiW9U,B29479GW18DD001
55573,Black Agate Star Cross Diamond Pendant with Chain,https://youtu.be/aElJtK0HRWs,P29480GW18AB001
55574,Black Agate Star Cross Diamond Earrings,https://youtu.be/tsRNsDX_1LA,E29480GW18AB001
55575,Black Agate Star Cross Diamond Ring,https://youtu.be/O81anRNSK3w,R29480GW18AB001
55594,Diamond Star Cross Pendant with Chain,https://youtu.be/68bAWVRsgeY,P29481GA18DD001
55595,Diamond Star Cross Earrings,https://youtu.be/LE_01iVGE6I,E29481GA18DD001
